number_of_components,n_nodes,n_edges,density,global_efficiency,diameter,shortest_path,city,year
1,2,1,1.0,1.0,1,1.0,Chattanooga,2002
2,2,1,1.0,1.0,1,1.0,Chattanooga,2005
4,2,1,1.0,1.0,1,1.0,Chattanooga,2009
6,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Chattanooga,2010
8,6,5,0.3333333333333333,0.6,4,2.1333333333333333,Chattanooga,2011
10,8,11,0.3928571428571428,0.6785714285714286,3,1.7142857142857142,Chattanooga,2012
13,9,12,0.3333333333333333,0.6388888888888888,3,1.8333333333333333,Chattanooga,2013
12,22,46,0.1991341991341991,0.5133477633477644,4,2.385281385281385,Chattanooga,2014
12,23,50,0.1976284584980237,0.5135046113306994,4,2.375494071146245,Chattanooga,2015
11,27,61,0.1737891737891738,0.4924026590693246,4,2.467236467236467,Chattanooga,2016
12,28,65,0.1719576719576719,0.4943121693121673,5,2.4444444444444446,Chattanooga,2017
13,30,67,0.1540229885057471,0.4772030651340967,5,2.5310344827586206,Chattanooga,2018
15,35,76,0.1277310924369747,0.4429411764705858,6,2.7815126050420167,Chattanooga,2019
17,40,83,0.1064102564102564,0.4098931623931638,6,3.05,Chattanooga,2020
19,43,87,0.0963455149501661,0.4016795865633117,6,3.086378737541528,Chattanooga,2021
21,43,87,0.0963455149501661,0.4016795865633096,6,3.086378737541528,Chattanooga,2022
1,2,1,1.0,1.0,1,1.0,Cracow,2011
2,2,1,1.0,1.0,1,1.0,Cracow,2014
3,2,1,1.0,1.0,1,1.0,Cracow,2019
5,2,1,1.0,1.0,1,1.0,Cracow,2021
1,2,1,1.0,1.0,1,1.0,Seriate,2019
1,2,1,1.0,1.0,1,1.0,West Fargo,2010
2,2,1,1.0,1.0,1,1.0,West Fargo,2020
1,2,1,1.0,1.0,1,1.0,Dundee,2002
2,2,1,1.0,1.0,1,1.0,Dundee,2005
2,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Dundee,2015
2,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Dundee,2017
3,5,8,0.8,0.9,2,1.2,Dundee,2018
5,5,8,0.8,0.9,2,1.2,Dundee,2019
6,6,12,0.8,0.9,2,1.2,Dundee,2020
6,7,21,1.0,1.0,1,1.0,Dundee,2021
1,2,1,1.0,1.0,1,1.0,Pozzuoli,2011
1,3,3,1.0,1.0,1,1.0,Pozzuoli,2018
1,2,1,1.0,1.0,1,1.0,Zundert,2014
1,2,1,1.0,1.0,1,1.0,Harrisburg,2004
3,2,1,1.0,1.0,1,1.0,Harrisburg,2014
4,2,1,1.0,1.0,1,1.0,Harrisburg,2016
5,2,1,1.0,1.0,1,1.0,Harrisburg,2017
6,2,1,1.0,1.0,1,1.0,Harrisburg,2018
7,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Harrisburg,2020
7,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Harrisburg,2022
1,2,1,1.0,1.0,1,1.0,West Palm Beach,1999
2,2,1,1.0,1.0,1,1.0,West Palm Beach,2003
3,2,1,1.0,1.0,1,1.0,West Palm Beach,2005
5,2,1,1.0,1.0,1,1.0,West Palm Beach,2006
7,2,1,1.0,1.0,1,1.0,West Palm Beach,2008
10,2,1,1.0,1.0,1,1.0,West Palm Beach,2009
10,3,3,1.0,1.0,1,1.0,West Palm Beach,2010
11,3,3,1.0,1.0,1,1.0,West Palm Beach,2011
12,3,3,1.0,1.0,1,1.0,West Palm Beach,2012
14,3,3,1.0,1.0,1,1.0,West Palm Beach,2013
14,4,3,0.5,0.75,2,1.5,West Palm Beach,2014
17,4,3,0.5,0.75,2,1.5,West Palm Beach,2015
19,4,6,1.0,1.0,1,1.0,West Palm Beach,2016
22,4,6,1.0,1.0,1,1.0,West Palm Beach,2017
24,4,6,1.0,1.0,1,1.0,West Palm Beach,2018
26,4,6,1.0,1.0,1,1.0,West Palm Beach,2019
27,5,10,1.0,1.0,1,1.0,West Palm Beach,2020
28,5,10,1.0,1.0,1,1.0,West Palm Beach,2021
1,2,1,1.0,1.0,1,1.0,Selby,2010
1,2,1,1.0,1.0,1,1.0,Mirabel,2017
1,2,1,1.0,1.0,1,1.0,Mountain View,1985
2,2,1,1.0,1.0,1,1.0,Mountain View,1986
1,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Mountain View,1987
1,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Mountain View,1994
2,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Mountain View,1997
2,6,5,0.3333333333333333,0.6222222222222221,3,1.9333333333333331,Mountain View,1998
3,7,6,0.2857142857142857,0.6111111111111109,3,1.9047619047619049,Mountain View,1999
5,8,7,0.25,0.5952380952380952,3,1.9285714285714288,Mountain View,2000
5,10,9,0.2,0.5555555555555557,3,2.066666666666667,Mountain View,2001
9,12,11,0.1666666666666666,0.5227272727272727,4,2.212121212121212,Mountain View,2002
9,27,28,0.0797720797720797,0.3778252611585939,6,3.2934472934472936,Mountain View,2003
13,31,36,0.0774193548387096,0.4143369175627218,4,2.7806451612903227,Mountain View,2004
14,42,50,0.0580720092915214,0.3760273214977061,7,3.099883855981417,Mountain View,2005
17,53,65,0.0471698113207547,0.3570702882023716,7,3.236574746008708,Mountain View,2006
22,68,84,0.0368744512730465,0.3582852544002613,7,3.189640035118525,Mountain View,2007
27,86,112,0.0306429548563611,0.3500254055110465,7,3.241313269493844,Mountain View,2008
30,104,135,0.0252053771471247,0.3379896600163677,8,3.3812546676624344,Mountain View,2009
35,120,168,0.0235294117647058,0.3361965341692103,9,3.4196078431372547,Mountain View,2010
38,159,226,0.0179921980734018,0.3346098657598044,8,3.3853196401560384,Mountain View,2011
49,186,271,0.0157512351060738,0.3337990294442299,9,3.400581226387678,Mountain View,2012
49,215,315,0.0136926755053249,0.3309400992883829,10,3.4260378178656814,Mountain View,2013
52,246,367,0.0121785299485647,0.3227294634462941,10,3.5282893645262985,Mountain View,2014
48,292,444,0.0104505013416184,0.3112919838664962,11,3.666972649814056,Mountain View,2015
46,338,529,0.0092883605780204,0.3024549070600247,11,3.785191298087897,Mountain View,2016
50,365,585,0.0088062622309197,0.3118313171933022,11,3.6621857594460336,Mountain View,2017
52,382,626,0.0086023278503799,0.3225212363883132,11,3.506341811985544,Mountain View,2018
49,407,675,0.0081698357560426,0.3248451909782314,8,3.425944977669116,Mountain View,2019
51,432,718,0.0077124688493598,0.3234372506414771,8,3.4450781988485004,Mountain View,2020
54,453,757,0.0073941667155052,0.3256394021595714,8,3.4162710738635256,Mountain View,2021
60,459,772,0.0073446166433579,0.3268622490238576,8,3.398464480406428,Mountain View,2022
62,465,781,0.007239525398591,0.3275170935077912,8,3.3843807934742305,Mountain View,2023
63,465,781,0.007239525398591,0.3275170935077912,8,3.3843807934742305,Mountain View,2024
1,2,1,1.0,1.0,1,1.0,Pomona,2008
2,2,1,1.0,1.0,1,1.0,Pomona,2018
3,2,1,1.0,1.0,1,1.0,Pomona,2019
3,3,3,1.0,1.0,1,1.0,Pomona,2020
3,3,3,1.0,1.0,1,1.0,Pomona,2021
1,2,1,1.0,1.0,1,1.0,Gräfelfing,2021
1,2,1,1.0,1.0,1,1.0,Caravaggio,2021
1,2,1,1.0,1.0,1,1.0,Blackpool,2003
1,3,3,1.0,1.0,1,1.0,Blackpool,2005
2,3,3,1.0,1.0,1,1.0,Blackpool,2019
1,2,1,1.0,1.0,1,1.0,Fishguard,2013
1,2,1,1.0,1.0,1,1.0,Lissone,2008
1,2,1,1.0,1.0,1,1.0,Lissone,2010
2,2,1,1.0,1.0,1,1.0,Lissone,2018
1,2,1,1.0,1.0,1,1.0,São Leopoldo,2020
1,2,1,1.0,1.0,1,1.0,Delaware,2016
2,3,3,1.0,1.0,1,1.0,Delaware,2019
1,2,1,1.0,1.0,1,1.0,Witham,2019
1,2,1,1.0,1.0,1,1.0,Duarte,2024
1,2,1,1.0,1.0,1,1.0,Asker,2017
1,2,1,1.0,1.0,1,1.0,Jerusalem,2000
1,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Jerusalem,2003
2,4,3,0.5,0.75,2,1.5,Jerusalem,2008
4,4,3,0.5,0.75,2,1.5,Jerusalem,2009
4,4,3,0.5,0.75,2,1.5,Jerusalem,2010
7,4,3,0.5,0.75,2,1.5,Jerusalem,2011
8,4,3,0.5,0.75,2,1.5,Jerusalem,2012
11,4,3,0.5,0.75,2,1.5,Jerusalem,2013
14,5,4,0.4,0.6666666666666667,3,1.8,Jerusalem,2014
13,10,11,0.2444444444444444,0.5592592592592593,4,2.1555555555555554,Jerusalem,2015
15,11,12,0.2181818181818181,0.528787878787879,4,2.309090909090909,Jerusalem,2016
17,13,14,0.1794871794871795,0.5160256410256407,4,2.2948717948717947,Jerusalem,2017
19,15,17,0.1619047619047619,0.491428571428571,5,2.466666666666667,Jerusalem,2018
21,35,46,0.0773109243697479,0.3487341603307973,9,3.692436974789916,Jerusalem,2019
22,40,53,0.0679487179487179,0.3610042735042731,8,3.4115384615384614,Jerusalem,2020
22,52,73,0.0550527903469079,0.3428083626613091,9,3.5686274509803924,Jerusalem,2021
22,55,76,0.0511784511784511,0.3391331302442473,9,3.5939393939393938,Jerusalem,2022
1,2,1,1.0,1.0,1,1.0,Buon Me Thuot,2020
1,2,1,1.0,1.0,1,1.0,Salt,2017
1,2,1,1.0,1.0,1,1.0,Kings Langley,2016
1,2,1,1.0,1.0,1,1.0,Bacoor,2018
1,3,3,1.0,1.0,1,1.0,Bacoor,2020
2,2,1,1.0,1.0,1,1.0,Binghamton,2014
3,2,1,1.0,1.0,1,1.0,Binghamton,2017
1,2,1,1.0,1.0,1,1.0,Heerlen,2008
2,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Heerlen,2020
1,2,1,1.0,1.0,1,1.0,Edgecliff,1999
1,2,1,1.0,1.0,1,1.0,Middlesbrough,2019
1,2,1,1.0,1.0,1,1.0,Lake Geneva,2005
1,3,3,1.0,1.0,1,1.0,Townsville,2020
1,2,1,1.0,1.0,1,1.0,Humble,2015
1,2,1,1.0,1.0,1,1.0,Guipavas,2013
1,3,3,1.0,1.0,1,1.0,Guipavas,2016
1,4,6,1.0,1.0,1,1.0,Guipavas,2020
1,2,1,1.0,1.0,1,1.0,Acton,2003
1,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Acton,2007
1,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Acton,2010
2,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Acton,2014
1,2,1,1.0,1.0,1,1.0,Bridgeport,2017
1,2,1,1.0,1.0,1,1.0,Bridgeport,2018
1,2,1,1.0,1.0,1,1.0,Harwell,2019
1,2,1,1.0,1.0,1,1.0,Suru-lere,2014
1,2,1,1.0,1.0,1,1.0,Bahia,2012
1,2,1,1.0,1.0,1,1.0,Bahia,2014
1,2,1,1.0,1.0,1,1.0,Playa Vista,2008
2,2,1,1.0,1.0,1,1.0,Playa Vista,2012
3,2,1,1.0,1.0,1,1.0,Playa Vista,2019
1,2,1,1.0,1.0,1,1.0,Dedham,2012
1,2,1,1.0,1.0,1,1.0,Ponte Vedra,2022
1,2,1,1.0,1.0,1,1.0,Chapecó,2015
1,2,1,1.0,1.0,1,1.0,Hopedale,2008
1,2,1,1.0,1.0,1,1.0,Campbellfield,2014
1,2,1,1.0,1.0,1,1.0,Oakfield,2018
1,2,1,1.0,1.0,1,1.0,Basildon,2015
3,2,1,1.0,1.0,1,1.0,Basildon,2020
4,2,1,1.0,1.0,1,1.0,Basildon,2022
1,2,1,1.0,1.0,1,1.0,Marlow,2015
1,2,1,1.0,1.0,1,1.0,Valbonne,2019
2,2,1,1.0,1.0,1,1.0,Valbonne,2020
1,2,1,1.0,1.0,1,1.0,Tokyo,1916
2,2,1,1.0,1.0,1,1.0,Tokyo,1987
3,2,1,1.0,1.0,1,1.0,Tokyo,1988
4,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Tokyo,1990
6,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Tokyo,1996
11,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Tokyo,1997
11,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Tokyo,1998
13,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Tokyo,1999
17,5,5,0.5,0.75,2,1.5,Tokyo,2000
15,12,12,0.1818181818181818,0.4785353535353537,4,2.636363636363636,Tokyo,2001
17,12,12,0.1818181818181818,0.4785353535353537,4,2.636363636363636,Tokyo,2002
16,19,20,0.1169590643274853,0.3964912280701753,6,3.304093567251462,Tokyo,2003
18,19,20,0.1169590643274853,0.3964912280701753,6,3.304093567251462,Tokyo,2004
20,19,20,0.1169590643274853,0.3964912280701753,6,3.304093567251462,Tokyo,2005
21,25,27,0.09,0.3643968253968244,7,3.6066666666666665,Tokyo,2006
25,32,37,0.0745967741935483,0.3507536482334848,8,3.661290322580645,Tokyo,2007
25,42,51,0.0592334494773519,0.3281898125103701,8,3.836236933797909,Tokyo,2008
35,43,54,0.0598006644518272,0.3274903759953606,8,3.8449612403100777,Tokyo,2009
40,47,58,0.0536540240518038,0.3173450508788186,8,3.9509713228492136,Tokyo,2010
43,66,91,0.0424242424242424,0.2882495282495311,8,4.328205128205128,Tokyo,2011
45,79,120,0.0389483933787731,0.3048206364662087,8,3.961051606621227,Tokyo,2012
51,100,165,0.0333333333333333,0.3013165857711333,11,4.016363636363637,Tokyo,2013
60,115,187,0.0285278413424866,0.3068837552819231,10,3.826239511823036,Tokyo,2014
73,138,221,0.023378821538136,0.2839879504112847,10,4.1737014704326665,Tokyo,2015
85,158,250,0.0201564137708618,0.2720525564091304,10,4.355397887607837,Tokyo,2016
96,178,285,0.0180917920396115,0.2646047011453291,10,4.458706278169237,Tokyo,2017
111,198,329,0.0168691996103163,0.2580458114299073,10,4.583192329385223,Tokyo,2018
125,228,374,0.0144524306360615,0.2528670411177198,11,4.642321663188809,Tokyo,2019
139,273,589,0.0158640379228614,0.2446294592041129,11,4.811059039000216,Tokyo,2020
141,301,630,0.013953488372093,0.2347890632808712,13,5.035813953488372,Tokyo,2021
148,305,645,0.0139128559102674,0.2366802924332093,13,4.9853106125970665,Tokyo,2022
149,306,648,0.0138862102217936,0.2364948689893591,13,4.987506696667738,Tokyo,2023
149,306,649,0.0139076395585556,0.2380349114439005,13,4.935047680274296,Tokyo,2024
1,2,1,1.0,1.0,1,1.0,Leigh-on-sea,2019
1,2,1,1.0,1.0,1,1.0,Guadalupe,2020
1,2,1,1.0,1.0,1,1.0,Bucharest,1992
1,3,3,1.0,1.0,1,1.0,Bucharest,1994
2,3,3,1.0,1.0,1,1.0,Bucharest,2001
3,3,3,1.0,1.0,1,1.0,Bucharest,2005
4,3,3,1.0,1.0,1,1.0,Bucharest,2006
4,3,3,1.0,1.0,1,1.0,Bucharest,2007
8,3,3,1.0,1.0,1,1.0,Bucharest,2008
10,3,3,1.0,1.0,1,1.0,Bucharest,2009
16,3,3,1.0,1.0,1,1.0,Bucharest,2010
20,3,3,1.0,1.0,1,1.0,Bucharest,2011
27,4,6,1.0,1.0,1,1.0,Bucharest,2012
32,5,7,0.7,0.85,2,1.3,Bucharest,2013
40,5,6,0.6,0.8,2,1.4,Bucharest,2014
49,9,14,0.3888888888888889,0.6759259259259259,3,1.7222222222222223,Bucharest,2015
52,10,18,0.4,0.6851851851851851,3,1.6888888888888889,Bucharest,2016
57,11,12,0.2181818181818181,0.490909090909091,6,2.763636363636364,Bucharest,2017
64,13,16,0.2051282051282051,0.4912393162393162,6,2.7051282051282053,Bucharest,2018
71,24,38,0.1376811594202898,0.3941166321601098,7,3.601449275362319,Bucharest,2019
71,37,59,0.0885885885885885,0.3333869583869577,9,4.331831831831832,Bucharest,2020
77,38,60,0.0853485064011379,0.3297551310709201,9,4.361308677098151,Bucharest,2021
82,38,60,0.0853485064011379,0.3297551310709201,9,4.361308677098151,Bucharest,2022
83,38,60,0.0853485064011379,0.3297551310709201,9,4.361308677098151,Bucharest,2023
1,2,1,1.0,1.0,1,1.0,Shelby,2007
2,2,1,1.0,1.0,1,1.0,Shelby,2010
3,2,1,1.0,1.0,1,1.0,Shelby,2017
1,2,1,1.0,1.0,1,1.0,Manresa,2023
1,2,1,1.0,1.0,1,1.0,Somerset West,2019
1,2,1,1.0,1.0,1,1.0,Woodridge,2019
1,2,1,1.0,1.0,1,1.0,Geelong,2018
2,2,1,1.0,1.0,1,1.0,Geelong,2019
1,2,1,1.0,1.0,1,1.0,Rochester,1992
2,2,1,1.0,1.0,1,1.0,Rochester,1996
3,2,1,1.0,1.0,1,1.0,Rochester,1999
3,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Rochester,2000
4,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Rochester,2002
4,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Rochester,2003
5,7,7,0.3333333333333333,0.619047619047619,3,1.9523809523809523,Rochester,2004
4,10,12,0.2666666666666666,0.5574074074074079,4,2.2222222222222223,Rochester,2005
6,11,13,0.2363636363636363,0.5233333333333337,5,2.418181818181818,Rochester,2006
7,11,13,0.2363636363636363,0.5233333333333337,5,2.418181818181818,Rochester,2007
8,14,16,0.1758241758241758,0.4655677655677654,5,2.7362637362637363,Rochester,2008
10,15,17,0.1619047619047619,0.4598412698412695,5,2.7333333333333334,Rochester,2009
11,16,18,0.15,0.4558333333333328,5,2.725,Rochester,2010
15,17,20,0.1470588235294117,0.4573529411764699,5,2.698529411764706,Rochester,2011
16,20,26,0.1368421052631579,0.4368421052631578,5,2.863157894736842,Rochester,2012
18,20,26,0.1368421052631579,0.4368421052631578,5,2.863157894736842,Rochester,2013
19,21,29,0.1380952380952381,0.4357142857142855,5,2.895238095238095,Rochester,2014
21,24,32,0.1159420289855072,0.4166666666666667,5,2.9855072463768115,Rochester,2015
24,24,32,0.1159420289855072,0.4166666666666667,5,2.9855072463768115,Rochester,2016
27,28,36,0.0952380952380952,0.4040564373897699,5,3.0211640211640214,Rochester,2017
29,28,36,0.0952380952380952,0.4040564373897699,5,3.0211640211640214,Rochester,2018
36,30,38,0.0873563218390804,0.3893869731800756,6,3.15632183908046,Rochester,2019
35,35,47,0.0789915966386554,0.3785034013605419,7,3.242016806722689,Rochester,2020
38,36,48,0.0761904761904762,0.377422524565379,7,3.2444444444444445,Rochester,2021
44,37,49,0.0735735735735735,0.3698484198484174,7,3.331831831831832,Rochester,2022
45,38,50,0.0711237553342816,0.3617235656709315,8,3.44950213371266,Rochester,2023
45,38,50,0.0711237553342816,0.3617235656709315,8,3.44950213371266,Rochester,2024
1,2,1,1.0,1.0,1,1.0,San Pedro,2010
1,2,1,1.0,1.0,1,1.0,San Pedro,2012
2,2,1,1.0,1.0,1,1.0,San Pedro,2015
2,3,3,1.0,1.0,1,1.0,San Pedro,2016
2,4,6,1.0,1.0,1,1.0,San Pedro,2019
3,4,6,1.0,1.0,1,1.0,San Pedro,2021
1,2,1,1.0,1.0,1,1.0,Aachen,1997
1,2,1,1.0,1.0,1,1.0,Aachen,2003
2,2,1,1.0,1.0,1,1.0,Aachen,2004
3,2,1,1.0,1.0,1,1.0,Aachen,2010
4,2,1,1.0,1.0,1,1.0,Aachen,2012
4,3,3,1.0,1.0,1,1.0,Aachen,2013
4,3,3,1.0,1.0,1,1.0,Aachen,2014
4,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Aachen,2015
4,7,8,0.3809523809523809,0.6587301587301586,3,1.809523809523809,Aachen,2017
4,7,8,0.3809523809523809,0.6587301587301587,3,1.809523809523809,Aachen,2019
6,8,9,0.3214285714285714,0.6011904761904762,4,2.071428571428572,Aachen,2020
7,9,11,0.3055555555555556,0.5787037037037036,4,2.1944444444444446,Aachen,2021
1,2,1,1.0,1.0,1,1.0,Billings,2012
2,2,1,1.0,1.0,1,1.0,Billings,2014
2,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Billings,2015
3,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Billings,2017
4,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Billings,2021
1,2,1,1.0,1.0,1,1.0,Knaresborough,2017
1,2,1,1.0,1.0,1,1.0,Kingston,2001
2,2,1,1.0,1.0,1,1.0,Kingston,2003
3,2,1,1.0,1.0,1,1.0,Kingston,2008
4,2,1,1.0,1.0,1,1.0,Kingston,2009
4,2,1,1.0,1.0,1,1.0,Kingston,2012
7,2,1,1.0,1.0,1,1.0,Kingston,2015
9,2,1,1.0,1.0,1,1.0,Kingston,2016
12,2,1,1.0,1.0,1,1.0,Kingston,2017
14,3,3,1.0,1.0,1,1.0,Kingston,2018
15,3,3,1.0,1.0,1,1.0,Kingston,2019
19,3,3,1.0,1.0,1,1.0,Kingston,2020
20,3,3,1.0,1.0,1,1.0,Kingston,2021
1,2,1,1.0,1.0,1,1.0,Homewood,2018
1,3,3,1.0,1.0,1,1.0,Arezzo,2018
1,3,3,1.0,1.0,1,1.0,Arezzo,2019
1,2,1,1.0,1.0,1,1.0,Cranbrook,2018
1,2,1,1.0,1.0,1,1.0,Cranbrook,2023
1,2,1,1.0,1.0,1,1.0,Gauteng,2005
2,2,1,1.0,1.0,1,1.0,Gauteng,2008
2,3,3,1.0,1.0,1,1.0,Gauteng,2015
3,3,3,1.0,1.0,1,1.0,Gauteng,2016
4,4,6,1.0,1.0,1,1.0,Gauteng,2018
5,4,6,1.0,1.0,1,1.0,Gauteng,2020
6,4,6,1.0,1.0,1,1.0,Gauteng,2021
1,2,1,1.0,1.0,1,1.0,New York,1869
2,2,1,1.0,1.0,1,1.0,New York,1899
3,2,1,1.0,1.0,1,1.0,New York,1952
4,2,1,1.0,1.0,1,1.0,New York,1967
5,2,1,1.0,1.0,1,1.0,New York,1970
6,2,1,1.0,1.0,1,1.0,New York,1974
7,3,3,1.0,1.0,1,1.0,New York,1976
11,3,3,1.0,1.0,1,1.0,New York,1978
12,3,3,1.0,1.0,1,1.0,New York,1979
16,4,6,1.0,1.0,1,1.0,New York,1980
18,4,6,1.0,1.0,1,1.0,New York,1981
20,4,6,1.0,1.0,1,1.0,New York,1982
21,7,7,0.3333333333333333,0.5849206349206348,5,2.2857142857142856,New York,1983
23,8,8,0.2857142857142857,0.5547619047619047,5,2.357142857142857,New York,1984
25,10,10,0.2222222222222222,0.491851851851852,6,2.7333333333333334,New York,1985
28,10,10,0.2222222222222222,0.491851851851852,6,2.7333333333333334,New York,1986
35,10,10,0.2222222222222222,0.491851851851852,6,2.7333333333333334,New York,1987
37,17,17,0.125,0.3742121848739497,8,3.772058823529412,New York,1988
40,20,20,0.1052631578947368,0.3572180451127817,8,3.863157894736842,New York,1989
45,24,25,0.0905797101449275,0.3371333678398894,8,4.050724637681159,New York,1990
44,45,51,0.0515151515151515,0.3139369889369897,8,3.9575757575757575,New York,1991
48,50,59,0.0481632653061224,0.3106070618723712,9,3.987755102040816,New York,1992
47,56,67,0.0435064935064935,0.3052914347557238,9,4.025324675324676,New York,1993
50,87,116,0.0310077519379844,0.2862397025588689,11,4.345896819032344,New York,1994
45,142,189,0.0188792328438717,0.2409848528368057,13,5.104185396064329,New York,1995
46,186,264,0.0153443766346992,0.2423682291423906,11,4.874280732345248,New York,1996
51,223,333,0.0134529147982062,0.2426100643589671,13,4.873065891003111,New York,1997
56,279,436,0.0112426188081792,0.2497686140992002,12,4.611923364534179,New York,1998
75,336,523,0.0092928216062544,0.2486133161241408,12,4.573063255152808,New York,1999
83,420,675,0.007671326287078,0.2517262796488841,11,4.45363109444255,New York,2000
101,491,817,0.0067916372251548,0.2543618267786466,10,4.369342034166008,New York,2001
116,546,942,0.0063312833955035,0.2591731340350835,11,4.275289847766912,New York,2002
137,606,1082,0.0059024084226604,0.2640783049176866,11,4.174830210293757,New York,2003
156,705,1278,0.0051499032882011,0.2634445123605815,11,4.164881528046422,New York,2004
175,811,1503,0.0045759693108645,0.2644100894958229,11,4.129223181257706,New York,2005
205,933,1807,0.0041561440551269,0.2650723500895661,12,4.135434635607138,New York,2006
229,1116,2279,0.0036629860006107,0.263497889527675,12,4.142594467749972,New York,2007
251,1386,2904,0.0030256145779611,0.2599797200322396,13,4.199155036700163,New York,2008
288,1661,3671,0.0026627884203883,0.2577228931811233,12,4.228864887605812,New York,2009
345,2004,4764,0.0023736849815097,0.2597893230397962,11,4.1697922178608335,New York,2010
402,2458,6194,0.0020512290650614,0.2569845015343673,10,4.2100092295373015,New York,2011
484,2973,7893,0.0017866043381007,0.2568965731620225,11,4.191272144681225,New York,2012
567,3494,9674,0.0015853114356933,0.2575431330411651,12,4.165978862623439,New York,2013
679,4134,11695,0.0013689713026391,0.2551594102851769,12,4.205457366932653,New York,2014
775,4847,14221,0.0012108872394998,0.2530259349691431,12,4.240964176521321,New York,2015
868,5543,16695,0.0010869386176888,0.2510043450493727,15,4.281886511368453,New York,2016
967,6304,19169,0.0009648636415984,0.2495631799691277,14,4.295131649097884,New York,2017
1058,7126,21829,0.0008598706983568,0.2481569641722966,14,4.3113883726999225,New York,2018
1160,7949,24587,0.0007783325291587,0.246446046332055,14,4.3384349510970885,New York,2019
1232,8870,27599,0.000701657331447,0.2441678505965148,14,4.383011141883177,New York,2020
1267,9651,30149,0.0006474455920968,0.2439987153029732,13,4.378220002437397,New York,2021
1305,10154,31573,0.00061251157468,0.2430892636310399,15,4.396751700169212,New York,2022
1326,10316,32109,0.0006034985209032,0.2429309366296831,15,4.398917371506352,New York,2023
1324,10341,32183,0.0006019680537762,0.2429890875415888,15,4.39735966782242,New York,2024
1,2,1,1.0,1.0,1,1.0,Nisku,2014
1,2,1,1.0,1.0,1,1.0,Safat,2004
1,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Safat,2009
2,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Safat,2012
2,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Safat,2017
3,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Safat,2020
3,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Safat,2021
1,2,1,1.0,1.0,1,1.0,San Bruno,2001
2,2,1,1.0,1.0,1,1.0,San Bruno,2009
3,3,3,1.0,1.0,1,1.0,San Bruno,2010
4,3,3,1.0,1.0,1,1.0,San Bruno,2015
5,3,3,1.0,1.0,1,1.0,San Bruno,2016
5,3,3,1.0,1.0,1,1.0,San Bruno,2017
5,3,3,1.0,1.0,1,1.0,San Bruno,2018
5,3,3,1.0,1.0,1,1.0,San Bruno,2019
6,4,6,1.0,1.0,1,1.0,San Bruno,2020
1,2,1,1.0,1.0,1,1.0,Pullman,2020
1,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Pullman,2022
1,2,1,1.0,1.0,1,1.0,Fatih,2020
1,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Hoboken,2008
1,5,5,0.5,0.75,2,1.5,Hoboken,2015
3,5,5,0.5,0.75,2,1.5,Hoboken,2016
4,5,5,0.5,0.75,2,1.5,Hoboken,2018
4,5,5,0.5,0.75,2,1.5,Hoboken,2021
5,5,5,0.5,0.75,2,1.5,Hoboken,2022
1,2,1,1.0,1.0,1,1.0,Sankt Augustin,2018
1,2,1,1.0,1.0,1,1.0,Sankt Augustin,2019
1,2,1,1.0,1.0,1,1.0,Walldorf,2000
1,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Walldorf,2009
1,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Walldorf,2010
1,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Walldorf,2011
1,5,5,0.5,0.7166666666666668,3,1.7,Walldorf,2012
